"R0","r","K","I0","trough_index","x_in","q_lineage","Q_burnout","P_persistence","cumulative_persistence","burnout_at_this_trough","m_raw","m_used","entry_status","integration_converged","troughs_found","termination_status"
2.63,0.01,10000,1,3,0.214393015913027,0.999999999750026,0.999999994000623,5.99937697794518e-09,0,0,23.5654700805274,24,"success",TRUE,5,"requested_troughs_found"
2.63,0.01,10000,1,4,0.246384081932857,0.999999687329339,0.999992495931107,7.50406889284445e-06,0,0,23.5654700805274,24,"success",TRUE,5,"requested_troughs_found"
2.63,0.01,10000,1,5,0.26995071046604,0.999983660779148,0.999607932374483,0.000392067625517512,0,0,23.5654700805274,24,"success",TRUE,5,"requested_troughs_found"
2.72875,0.01,10000,1,1,0.0863601219995833,1,1,0,0,1,23.2169248528325,23,"success",TRUE,5,"requested_troughs_found"
2.72875,0.01,10000,1,2,0.154297870728224,1,1,0,0,0,23.2169248528325,23,"success",TRUE,5,"requested_troughs_found"
2.72875,0.01,10000,1,3,0.199090609484598,0.999999999959815,0.999999999075741,9.24259335324256e-10,0,0,23.2169248528325,23,"success",TRUE,5,"requested_troughs_found"
2.72875,0.01,10000,1,4,0.230524360819922,0.999999907820904,0.999997879882936,2.12011706389729e-06,0,0,23.2169248528325,23,"success",TRUE,5,"requested_troughs_found"
2.72875,0.01,10000,1,5,0.253818915644299,0.999993123576284,0.999841854217113,0.000158145782887338,0,0,23.2169248528325,23,"success",TRUE,5,"requested_troughs_found"
2.8275,0.01,10000,1,1,0.0769116827337982,1,1,0,0,1,22.8587331852675,23,"success",TRUE,5,"requested_troughs_found"
2.8275,0.01,10000,1,2,0.141622030617868,1,1,0,0,0,22.8587331852675,23,"success",TRUE,5,"requested_troughs_found"
2.8275,0.01,10000,1,3,0.185141242228528,0.999999999993891,0.99999999985949,1.40509603942513e-10,0,0,22.8587331852675,23,"success",TRUE,5,"requested_troughs_found"
2.8275,0.01,10000,1,4,0.215983212647903,0.999999973979427,0.999999401526992,5.98473008381691e-07,0,0,22.8587331852675,23,"success",TRUE,5,"requested_troughs_found"
2.8275,0.01,10000,1,5,0.238974703878989,0.999997205931459,0.999935738398644,6.42616013559336e-05,0,0,22.8587331852675,23,"success",TRUE,5,"requested_troughs_found"
2.92625,0.01,10000,1,1,0.0685899419745765,1,1,0,0,1,22.4951968703795,22,"success",TRUE,5,"requested_troughs_found"
2.92625,0.01,10000,1,2,0.130162991879515,1,1,0,0,0,22.4951968703795,22,"success",TRUE,5,"requested_troughs_found"
2.92625,0.01,10000,1,3,0.172395463592856,0.99999999999912,0.999999999980641,1.93591809248149e-11,0,0,22.4951968703795,22,"success",TRUE,5,"requested_troughs_found"
